tanggal;tinggi_gelombang;
10/01/2019;0,3;
11/01/2019;0,25;
12/01/2019;0,2;
13/01/2019;0,175;
14/01/2019;0,2;
15/01/2019;0,2625;
16/01/2019;0,3292;
17/01/2019;0,4458;
18/01/2019;0,7;
19/01/2019;0,8;
20/01/2019;0,8583;
21/01/2019;0,7458;
22/01/2019;0,6542;
23/01/2019;0,5208;
24/01/2019;0,375;
25/01/2019;0,2125;
26/01/2019;0,1;
27/01/2019;0,1;
28/01/2019;0,1;
29/01/2019;0,1;
30/01/2019;0,1;
31/01/2019;0,1;
01/02/2019;0,1;
02/02/2019;0,2042;
03/02/2019;0,4417;
04/02/2019;0,6375;
05/02/2019;0,6833;
06/02/2019;0,5;
07/02/2019;0,3417;
08/02/2019;0,3125;
09/02/2019;0,4417;
10/02/2019;0,7042;
11/02/2019;0,775;
12/02/2019;0,6125;
13/02/2019;0,6375;
14/02/2019;0,7792;
15/02/2019;0,7042;
16/02/2019;0,7958;
17/02/2019;0,5708;
18/02/2019;0,3292;
19/02/2019;0,3;
20/02/2019;0,2542;
21/02/2019;0,2;
22/02/2019;0,1125;
23/02/2019;0,1708;
24/02/2019;0,3292;
25/02/2019;0,3625;
26/02/2019;0,1292;
27/02/2019;0,1458;
28/02/2019;0,2;
01/03/2019;0,1;
02/03/2019;0,0542;
03/03/2019;0,1333;
04/03/2019;0,1208;
05/03/2019;0,1667;
06/03/2019;0,3917;
07/03/2019;0,4125;
08/03/2019;0,1;
09/03/2019;0,1;
10/03/2019;0,0167;
11/03/2019;0,1;
12/03/2019;0,0542;
13/03/2019;0,1625;
14/03/2019;0,1167;
15/03/2019;0,1542;
16/03/2019;0,3292;
17/03/2019;0,4208;
18/03/2019;0,1458;
19/03/2019;0,4;
20/03/2019;0,4708;
21/03/2019;0,4;
22/03/2019;0,4;
23/03/2019;0,4208;
24/03/2019;0,3542;
25/03/2019;0,275;
26/03/2019;0,1417;
27/03/2019;0,0292;
28/03/2019;0,0375;
29/03/2019;0,0729;
30/03/2019;0,05;
31/03/2019;0,0375;
01/04/2019;0,0375;
02/04/2019;0,0375;
03/04/2019;0,025;
04/04/2019;0,0625;
05/04/2019;0,0475;
06/04/2019;0,0696;
07/04/2019;0,0458;
08/04/2019;0,0658;
09/04/2019;0,0617;
10/04/2019;0,0446;
11/04/2019;0,0446;
12/04/2019;0,0446;
13/04/2019;0,0521;
14/04/2019;0,0654;
15/04/2019;0,0488;
16/04/2019;0,1;
17/04/2019;0,1;
18/04/2019;0,1;
19/04/2019;0,0875;
20/04/2019;0,0542;
21/04/2019;0,0625;
22/04/2019;0,0417;
23/04/2019;0,1167;
24/04/2019;0,075;
25/04/2019;0,1667;
26/04/2019;0,2;
27/04/2019;0,2;
28/04/2019;0,2;
29/04/2019;0,2;
30/04/2019;0,2;
01/05/2019;0,2;
02/05/2019;0,1208;
03/05/2019;0,1;
04/05/2019;0,1;
05/05/2019;0,1;
06/05/2019;0,1;
07/05/2019;0,1;
08/05/2019;0,1667;
09/05/2019;0,1417;
10/05/2019;0,1;
11/05/2019;0,15;
12/05/2019;0,0792;
13/05/2019;0,1167;
14/05/2019;0,1167;
15/05/2019;0,0625;
16/05/2019;0,1125;
17/05/2019;0,2;
18/05/2019;0,175;
19/05/2019;0,1;
20/05/2019;0,1;
21/05/2019;0,05;
22/05/2019;0,0958;
23/05/2019;0,0375;
24/05/2019;0,1208;
25/05/2019;0,2042;
26/05/2019;0,3;
27/05/2019;0,175;
28/05/2019;0,0333;
29/05/2019;0,0833;
30/05/2019;0,2;
31/05/2019;0,2;
01/06/2019;0,2;
02/06/2019;0,2;
03/06/2019;0,275;
04/06/2019;0,3;
05/06/2019;0,3167;
06/06/2019;0,2958;
07/06/2019;0,2208;
08/06/2019;0,3;
09/06/2019;0,3;
10/06/2019;0,3;
11/06/2019;0,3;
12/06/2019;0,2167;
13/06/2019;0,2;
14/06/2019;0,2;
15/06/2019;0,2;
16/06/2019;0,2;
17/06/2019;0,2;
18/06/2019;0,1375;
19/06/2019;0,175;
20/06/2019;0,1833;
21/06/2019;0,1667;
22/06/2019;0,2;
23/06/2019;0,2;
24/06/2019;0,2;
25/06/2019;0,2;
26/06/2019;0,2;
27/06/2019;0,2;
28/06/2019;0,2;
29/06/2019;0,1083;
30/06/2019;0,1042;
01/07/2019;0,2;
02/07/2019;0,2;
03/07/2019;0,1;
04/07/2019;0,2042;
05/07/2019;0,2667;
06/07/2019;0,1167;
07/07/2019;0,0625;
08/07/2019;0,2;
09/07/2019;0,2;
10/07/2019;0,1958;
11/07/2019;0,1;
12/07/2019;0,0917;
13/07/2019;0,2;
14/07/2019;0,1083;
15/07/2019;0,1;
16/07/2019;0,1458;
17/07/2019;0,1792;
18/07/2019;0,175;
19/07/2019;0,1;
20/07/2019;0,175;
21/07/2019;0,2;
22/07/2019;0,2;
23/07/2019;0,2;
24/07/2019;0,2;
25/07/2019;0,1917;
26/07/2019;0,1917;
27/07/2019;0,2;
28/07/2019;0,2;
29/07/2019;0,1625;
30/07/2019;0,2;
31/07/2019;0,1875;
01/08/2019;0,1;
02/08/2019;0,1;
03/08/2019;0,0583;
04/08/2019;0,2375;
05/08/2019;0,2833;
06/08/2019;0,2208;
07/08/2019;0,2;
08/08/2019;0,2;
09/08/2019;0,175;
10/08/2019;0,0958;
11/08/2019;0,0292;
12/08/2019;0,025;
13/08/2019;0,1917;
14/08/2019;0,2875;
15/08/2019;0,3;
16/08/2019;0,2833;
17/08/2019;0,2;
18/08/2019;0,1667;
19/08/2019;0,1333;
20/08/2019;0,075;
21/08/2019;0,0875;
22/08/2019;0,1375;
23/08/2019;0,3;
24/08/2019;0,3;
25/08/2019;0,3;
26/08/2019;0,2417;
27/08/2019;0,0917;
28/08/2019;0,0583;
29/08/2019;0,0458;
30/08/2019;0,2;
31/08/2019;0,15;
01/09/2019;0,2;
02/09/2019;0,2;
03/09/2019;0,2;
04/09/2019;0,2;
05/09/2019;0,2;
06/09/2019;0,2;
07/09/2019;0,2;
08/09/2019;0,2;
09/09/2019;0,2;
10/09/2019;0,2;
11/09/2019;0,2;
12/09/2019;0,1792;
13/09/2019;0,1833;
14/09/2019;0,2;
15/09/2019;0,1958;
16/09/2019;0,2;
17/09/2019;0,2;
18/09/2019;0,1375;
19/09/2019;0,1;
20/09/2019;0,1625;
21/09/2019;0,1542;
22/09/2019;0,0792;
23/09/2019;0,025;
24/09/2019;0,0542;
25/09/2019;0,0875;
26/09/2019;0,0625;
27/09/2019;0,0875;
28/09/2019;0,1;
29/09/2019;0,1;
30/09/2019;0,1;
01/10/2019;0,1;
02/10/2019;0,1708;
03/10/2019;0,1792;
04/10/2019;0,2;
05/10/2019;0,175;
06/10/2019;0,1;
07/10/2019;0,15;
08/10/2019;0,2;
09/10/2019;0,1667;
10/10/2019;0,1625;
11/10/2019;0,1208;
12/10/2019;0,1833;
13/10/2019;0,175;
14/10/2019;0,1458;
15/10/2019;0,0833;
16/10/2019;0,05;
17/10/2019;0,1846;
18/10/2019;0,1042;
19/10/2019;0,0167;
20/10/2019;0,0708;
21/10/2019;0,1;
22/10/2019;0,0792;
23/10/2019;0,0667;
24/10/2019;0,075;
25/10/2019;0,1;
26/10/2019;0,1542;
27/10/2019;0,2;
28/10/2019;0,1792;
29/10/2019;0,1917;
30/10/2019;0,1167;
31/10/2019;0,1;
01/11/2019;0,1;
02/11/2019;0,1;
03/11/2019;0,05;
04/11/2019;0,1779;
05/11/2019;0,075;
06/11/2019;0,0917;
07/11/2019;0,075;
08/11/2019;0,1;
09/11/2019;0,1;
10/11/2019;0,1;
11/11/2019;0,05;
12/11/2019;0,0833;
13/11/2019;0,0542;
14/11/2019;0,0875;
15/11/2019;0,1;
16/11/2019;0,0458;
17/11/2019;0,075;
18/11/2019;0,0417;
19/11/2019;0,0417;
20/11/2019;0,0708;
21/11/2019;0,0625;
22/11/2019;0,0433;
23/11/2019;0,0708;
24/11/2019;0,05;
25/11/2019;0,05;
26/11/2019;0,0667;
27/11/2019;0,0604;
28/11/2019;0,0375;
29/11/2019;0,0375;
30/11/2019;0,0417;
01/12/2019;0,0333;
02/12/2019;0,0833;
03/12/2019;0,1375;
04/12/2019;0,2;
05/12/2019;0,125;
06/12/2019;0,1;
07/12/2019;0,0333;
08/12/2019;0,1213;
09/12/2019;0,2;
10/12/2019;0,1375;
11/12/2019;0,1;
12/12/2019;0,1;
13/12/2019;0,1;
14/12/2019;0,1;
15/12/2019;0,1;
16/12/2019;0,1;
17/12/2019;0,1;
18/12/2019;0,1;
19/12/2019;0,1;
20/12/2019;0,1208;
21/12/2019;0,1;
22/12/2019;0,1;
23/12/2019;0,1208;
24/12/2019;0,1625;
25/12/2019;0,1125;
26/12/2019;0,2;
27/12/2019;0,1583;
28/12/2019;0,125;
29/12/2019;0,1875;
30/12/2019;0,1;
31/12/2019;0,1417;
